state,date,precipitation
TO,28/02/2003,241.4
TO,31/03/2003,236.8
TO,30/04/2003,231.6
TO,31/05/2003,129.9
TO,30/06/2003,0.0
TO,31/07/2003,0.0
TO,31/08/2003,18.6
TO,30/09/2003,22.6
TO,31/10/2003,179.6
TO,30/11/2003,303.1
TO,31/12/2003,193.0
TO,31/01/2004,490.7
TO,29/02/2004,204.5
TO,31/03/2004,299.4
TO,30/04/2004,246.9
TO,31/05/2004,2.3
TO,30/06/2004,27.4
TO,31/07/2004,0.0
TO,31/08/2004,0.0
TO,30/09/2004,41.8
TO,31/10/2004,160.2
TO,30/11/2004,172.1
TO,31/12/2004,249.9
TO,31/01/2005,263.2
TO,28/02/2005,257.9
TO,31/03/2005,273.4
TO,30/04/2005,179.3
TO,31/05/2005,46.1
TO,30/06/2005,0.0
TO,31/07/2005,0.0
TO,31/08/2005,0.0
TO,30/09/2005,82.9
TO,31/10/2005,110.2
TO,30/11/2005,242.0
TO,31/12/2005,336.7
TO,31/01/2006,174.5
TO,28/02/2006,313.8
TO,31/03/2006,402.9
TO,30/04/2006,403.8
TO,31/05/2006,156.3
TO,30/06/2006,0.0
TO,31/07/2006,0.0
TO,31/08/2006,1.7
TO,30/09/2006,198.3
TO,31/10/2006,140.4
TO,30/11/2006,131.6
TO,31/12/2006,226.0
TO,31/01/2007,365.1
TO,28/02/2007,583.2
TO,31/03/2007,209.1
TO,30/04/2007,84.2
TO,31/05/2007,34.3
TO,30/06/2007,0.0
TO,31/07/2007,0.0
TO,31/08/2007,0.0
TO,30/09/2007,55.1
TO,31/10/2007,80.9
TO,30/11/2007,201.7
TO,31/12/2007,130.1
TO,31/01/2008,292.7
TO,29/02/2008,272.7
TO,31/03/2008,294.7
TO,30/04/2008,238.2
TO,31/05/2008,34.0
TO,30/06/2008,0.0
TO,31/07/2008,0.0
TO,31/08/2008,0.0
TO,30/09/2008,12.1
TO,31/10/2008,98.9
TO,30/11/2008,298.0
TO,31/12/2008,169.0
TO,31/01/2009,160.1
TO,28/02/2009,353.8
TO,31/03/2009,168.7
TO,30/04/2009,130.4
TO,31/05/2009,285.1
TO,30/06/2009,40.1
TO,31/07/2009,0.0
TO,31/08/2009,0.4
TO,30/09/2009,80.7
TO,31/10/2009,213.7
TO,30/11/2009,172.0
TO,31/12/2009,316.3
TO,31/01/2010,436.9
TO,28/02/2010,206.1
TO,31/03/2010,462.5
TO,30/04/2010,82.8
TO,31/05/2010,25.6
TO,30/06/2010,0.2
TO,31/07/2010,0.0
TO,31/08/2010,0.0
TO,30/09/2010,18.0
TO,31/10/2010,222.1
TO,30/11/2010,189.4
TO,31/12/2010,162.0
TO,31/01/2011,354.2
TO,28/02/2011,327.3
TO,31/03/2011,352.4
TO,30/04/2011,218.8
TO,31/05/2011,9.8
TO,30/06/2011,0.0
TO,31/07/2011,2.2
TO,31/08/2011,0.0
TO,30/09/2011,0.0
TO,31/10/2011,228.1
TO,30/11/2011,210.5
TO,31/12/2011,302.4
TO,31/01/2012,378.8
TO,29/02/2012,247.8
TO,31/03/2012,121.0
TO,30/04/2012,92.8
TO,31/05/2012,63.3
TO,30/06/2012,8.8
TO,31/07/2012,0.0
TO,31/08/2012,0.0
TO,30/09/2012,0.0
TO,31/10/2012,31.3
TO,30/11/2012,326.2
TO,31/12/2012,227.9
TO,31/01/2013,289.1
TO,28/02/2013,197.2
TO,31/03/2013,369.4
TO,30/04/2013,105.3
TO,31/05/2013,24.9
TO,30/06/2013,24.2
TO,31/07/2013,0.0
TO,31/08/2013,0.2
TO,30/09/2013,10.5
TO,31/10/2013,114.5
TO,30/11/2013,281.0
TO,31/12/2013,433.0
TO,31/01/2014,291.4
TO,28/02/2014,281.1
TO,31/03/2014,363.6
TO,30/04/2014,179.8
TO,31/05/2014,52.3
TO,30/06/2014,0.0
TO,31/07/2014,0.0
TO,31/08/2014,0.0
TO,30/09/2014,82.0
TO,31/10/2014,155.4
TO,30/11/2014,191.1
TO,31/12/2014,247.2
TO,31/01/2015,152.6
TO,28/02/2015,201.3
TO,31/03/2015,145.3
TO,30/04/2015,308.0
TO,31/05/2015,103.7
TO,30/06/2015,0.0
TO,31/07/2015,0.0
TO,31/08/2015,0.0
TO,30/09/2015,97.9
TO,31/10/2015,132.9
TO,30/11/2015,102.6
TO,31/12/2015,149.4
TO,31/01/2016,429.6
TO,29/02/2016,4.8
TO,31/03/2016,161.7
TO,30/04/2016,80.5
TO,31/05/2016,2.6
TO,30/06/2016,18.2
TO,31/07/2016,0.0
TO,31/08/2016,0.0
TO,30/09/2016,100.1
TO,31/10/2016,38.0
TO,30/11/2016,180.9
TO,31/12/2016,254.1
TO,31/01/2017,424.1
TO,28/02/2017,288.8
TO,31/03/2017,207.4
TO,30/04/2017,163.9
TO,31/05/2017,17.8
TO,30/06/2017,0.0
TO,31/07/2017,0.0
TO,31/08/2017,0.0
TO,30/09/2017,0.0
TO,31/10/2017,21.6
TO,30/11/2017,197.1
GO,31/01/1998,245.9
GO,28/02/1998,326.3
GO,31/03/1998,264.2
GO,30/04/1998,69.6
GO,31/05/1998,20.5
GO,30/06/1998,0.4
GO,31/07/1998,0.0
GO,31/08/1998,3.6
GO,30/09/1998,41.3
GO,31/10/1998,145.6
GO,30/11/1998,256.0
GO,31/12/1998,201.0
GO,31/01/1999,196.5
GO,28/02/1999,188.2
GO,31/03/1999,119.2
GO,30/04/1999,27.6
GO,31/05/1999,66.7
GO,30/06/1999,7.0
GO,31/07/1999,0.0
GO,31/08/1999,0.0
GO,30/09/1999,70.9
GO,31/10/1999,175.0
GO,30/11/1999,200.8
GO,31/12/1999,295.6
GO,31/01/2000,385.7
GO,29/02/2000,319.8
GO,31/03/2000,207.4
GO,30/04/2000,44.6
GO,31/05/2000,9.4
GO,30/06/2000,0.0
GO,31/07/2000,0.6
GO,31/08/2000,31.5
GO,30/09/2000,106.0
GO,31/10/2000,84.3
GO,30/11/2000,327.8
GO,31/12/2000,316.4
GO,31/01/2001,209.0
GO,28/02/2001,226.9
GO,31/03/2001,181.6
GO,30/04/2001,172.0
GO,31/05/2001,72.1
GO,30/06/2001,2.0
GO,31/07/2001,0.0
GO,31/08/2001,51.5
GO,30/09/2001,124.5
GO,31/10/2001,185.0
GO,30/11/2001,314.7
GO,31/12/2001,227.6
GO,31/01/2002,253.7
GO,28/02/2002,398.0
GO,31/03/2002,300.3
GO,30/04/2002,27.5
GO,31/05/2002,12.0
GO,30/06/2002,0.0
GO,31/07/2002,0.2
GO,31/08/2002,6.3
GO,30/09/2002,69.5
GO,31/10/2002,34.4
GO,30/11/2002,149.7
GO,31/12/2002,284.8
GO,31/01/2003,314.9
GO,28/02/2003,267.5
GO,31/03/2003,202.3
GO,30/04/2003,107.9
GO,31/05/2003,0.2
GO,30/06/2003,0.0
GO,31/07/2003,0.0
GO,31/08/2003,12.9
GO,30/09/2003,35.3
GO,31/10/2003,110.5
GO,30/11/2003,265.2
GO,31/12/2003,224.3
GO,31/01/2004,282.3
GO,29/02/2004,310.2
GO,31/03/2004,264.2
GO,30/04/2004,120.3
GO,31/05/2004,18.0
GO,30/06/2004,1.0
GO,31/07/2004,5.8
GO,31/08/2004,0.0
GO,30/09/2004,6.2
GO,31/10/2004,168.1
GO,30/11/2004,128.6
GO,31/12/2004,251.2
GO,31/01/2005,237.5
GO,28/02/2005,176.4
GO,31/03/2005,526.0
GO,30/04/2005,50.4
GO,31/05/2005,34.2
GO,30/06/2005,2.6
GO,31/07/2005,0.0
GO,31/08/2005,3.2
GO,30/09/2005,55.8
GO,31/10/2005,90.9
GO,30/11/2005,269.7
GO,31/12/2005,460.2
GO,31/01/2006,137.9
GO,28/02/2006,217.4
GO,31/03/2006,319.1
GO,30/04/2006,206.2
GO,31/05/2006,20.1
GO,30/06/2006,0.0
GO,31/07/2006,0.0
GO,31/08/2006,10.6
GO,30/09/2006,84.1
GO,31/10/2006,283.4
GO,30/11/2006,188.2
GO,31/12/2006,238.1
GO,31/01/2007,200.1
GO,28/02/2007,267.4
GO,31/03/2007,87.3
GO,30/04/2007,59.6
GO,31/05/2007,9.2
GO,30/06/2007,5.1
GO,31/07/2007,6.0
GO,31/08/2007,0.0
GO,30/09/2007,1.8
GO,31/10/2007,55.9
GO,30/11/2007,223.1
GO,31/12/2007,179.7
GO,31/01/2008,280.8
GO,29/02/2008,294.4
GO,31/03/2008,373.8
GO,30/04/2008,202.2
GO,31/05/2008,53.2
GO,30/06/2008,0.0
GO,31/07/2008,0.0
GO,31/08/2008,0.0
GO,30/09/2008,51.8
GO,31/10/2008,109.4
GO,30/11/2008,197.5
GO,31/12/2008,246.2
GO,31/01/2009,178.6
GO,28/02/2009,148.2
GO,31/03/2009,185.6
GO,30/04/2009,258.0
GO,31/05/2009,41.2
GO,30/06/2009,31.3
GO,31/07/2009,2.0
GO,31/08/2009,16.8
GO,30/09/2009,71.0
GO,31/10/2009,196.4
GO,30/11/2009,194.9
GO,31/12/2009,443.9
GO,31/01/2010,98.3
GO,28/02/2010,208.0
GO,31/03/2010,190.4
GO,30/04/2010,188.4
GO,31/05/2010,0.0
GO,30/06/2010,14.3
GO,31/07/2010,0.0
GO,31/08/2010,0.0
GO,30/09/2010,16.9
GO,31/10/2010,107.9
GO,30/11/2010,281.9
GO,31/12/2010,449.8
GO,31/01/2011,287.8
GO,28/02/2011,240.4
GO,31/03/2011,367.1
GO,30/04/2011,62.3
GO,31/05/2011,0.0
GO,30/06/2011,15.3
GO,31/07/2011,0.0
GO,31/08/2011,0.0
GO,30/09/2011,1.2
GO,31/10/2011,300.3
GO,30/11/2011,245.4
GO,31/12/2011,292.8
GO,31/01/2012,467.4
GO,29/02/2012,358.0
GO,31/03/2012,268.0
GO,30/04/2012,176.2
GO,31/05/2012,40.0
GO,30/06/2012,18.3
GO,31/07/2012,3.0
GO,31/08/2012,0.0
GO,30/09/2012,57.3
GO,31/10/2012,92.8
GO,30/11/2012,224.5
GO,31/12/2012,188.6
GO,31/01/2013,353.5
GO,28/02/2013,125.1
GO,31/03/2013,234.9
GO,30/04/2013,44.3
GO,31/05/2013,44.1
GO,30/06/2013,7.3
GO,31/07/2013,0.0
GO,31/08/2013,0.7
GO,30/09/2013,32.9
GO,31/10/2013,135.2
GO,30/11/2013,273.6
GO,31/12/2013,530.5
GO,31/01/2014,143.6
GO,28/02/2014,187.8
GO,31/03/2014,361.1
GO,30/04/2014,325.2
GO,31/05/2014,19.7
GO,30/06/2014,0.0
GO,31/07/2014,15.7
GO,31/08/2014,0.0
GO,30/09/2014,31.3
GO,31/10/2014,69.2
GO,30/11/2014,170.5
GO,31/12/2014,337.9
GO,31/01/2015,73.6
GO,28/02/2015,225.2
GO,31/03/2015,312.3
GO,30/04/2015,204.2
GO,31/05/2015,70.7
GO,30/06/2015,0.0
GO,31/07/2015,2.7
GO,31/08/2015,3.6
GO,30/09/2015,30.4
GO,31/10/2015,18.2
GO,30/11/2015,354.8
GO,31/12/2015,207.7
GO,31/01/2016,484.8
GO,29/02/2016,155.1
GO,31/03/2016,156.2
GO,30/04/2016,1.3
GO,31/05/2016,33.2
GO,30/06/2016,0.0
GO,31/07/2016,0.0
GO,31/08/2016,15.7
GO,30/09/2016,26.5
GO,31/10/2016,209.2
GO,30/11/2016,110.4
GO,31/12/2016,169.6
GO,31/01/2017,176.1
GO,28/02/2017,153.2
GO,31/03/2017,215.5
GO,30/04/2017,200.1
GO,31/05/2017,48.2
GO,30/06/2017,0.0
GO,31/07/2017,0.0
GO,31/08/2017,0.0
GO,30/09/2017,9.5
GO,31/10/2017,51.2
GO,30/11/2017,296.1
PI,31/01/1998,281.1
PI,28/02/1998,117.0
PI,31/03/1998,210.5
PI,30/04/1998,81.8
PI,31/05/1998,10.4
PI,30/06/1998,12.4
PI,31/07/1998,1.1
PI,31/08/1998,0.0
PI,30/09/1998,0.0
PI,31/10/1998,2.8
PI,30/11/1998,166.4
PI,31/12/1998,162.9
PI,31/01/1999,200.8
PI,28/02/1999,169.3
PI,31/03/1999,375.1
PI,30/04/1999,176.6
PI,31/05/1999,168.6
PI,30/06/1999,0.0
PI,31/07/1999,1.0
PI,31/08/1999,6.6
PI,30/09/1999,37.7
PI,31/10/1999,16.2
PI,30/11/1999,42.6
PI,31/12/1999,114.4
PI,31/01/2000,183.2
PI,29/02/2000,306.8
PI,31/03/2000,329.8
PI,30/04/2000,298.4
PI,31/05/2000,61.9
PI,30/06/2000,6.7
PI,31/07/2000,43.7
PI,31/08/2000,75.8
PI,30/09/2000,41.5
PI,30/04/2001,312.5
PI,30/09/2001,3.6
PI,31/10/2001,2.2
PI,30/11/2001,0.0
PI,31/12/2001,32.0
PI,31/01/2002,303.8
PI,28/02/2002,82.8
PI,31/03/2002,237.7
PI,30/04/2002,109.0
PI,31/05/2002,18.6
PI,30/06/2002,21.4
PI,31/07/2002,7.6
PI,31/08/2002,4.0
PI,30/09/2002,47.1
PI,31/10/2002,3.8
PI,30/11/2002,20.6
PI,31/12/2002,126.3
PI,31/01/2003,105.0
PI,28/02/2003,314.8
PI,31/03/2003,156.7
PI,30/04/2003,183.0
PI,31/05/2003,102.9
PI,30/06/2003,16.8
PI,31/07/2003,0.4
PI,31/08/2003,16.6
PI,30/09/2003,9.6
PI,31/10/2003,0.5
PI,30/11/2003,75.9
PI,31/12/2003,30.9
PI,31/01/2004,350.9
PI,29/02/2004,345.3
PI,31/03/2004,315.0
PI,30/04/2004,222.4
PI,31/05/2004,84.7
PI,30/06/2004,26.8
PI,31/07/2004,18.3
PI,31/08/2004,5.4
PI,30/09/2004,15.0
PI,31/10/2004,25.5
PI,30/11/2004,58.9
PI,31/12/2004,60.9
PI,31/01/2005,284.5
PI,28/02/2005,236.0
PI,31/03/2005,300.4
PI,30/04/2005,161.9
PI,31/05/2005,112.6
PI,30/06/2005,0.2
PI,31/07/2005,4.9
PI,31/08/2005,2.1
PI,30/09/2005,1.4
PI,31/10/2005,5.2
PI,30/11/2005,8.0
PI,31/12/2005,134.3
PI,31/01/2006,107.1
PI,28/02/2006,272.8
PI,31/03/2006,203.3
PI,30/04/2006,384.6
PI,31/05/2006,253.3
PI,30/06/2006,11.1
PI,31/07/2006,7.9
PI,31/08/2006,2.3
PI,30/09/2006,2.4
PI,31/10/2006,43.4
PI,30/11/2006,44.2
PI,31/12/2006,46.5
PI,31/01/2007,68.8
PI,28/02/2007,530.2
PI,31/03/2007,345.7
PI,30/04/2007,235.4
PI,31/05/2007,62.4
PI,30/06/2007,0.9
PI,31/07/2007,2.2
PI,31/08/2007,1.6
PI,30/09/2007,0.0
PI,31/10/2007,33.2
PI,30/11/2007,31.0
PI,31/12/2007,101.6
PI,31/01/2008,295.2
PI,29/02/2008,220.5
PI,31/03/2008,297.2
PI,30/04/2008,506.8
PI,31/05/2008,166.4
PI,30/06/2008,6.5
PI,31/07/2008,0.0
PI,31/08/2008,1.6
PI,30/09/2008,14.4
PI,31/10/2008,8.5
PI,30/11/2008,14.6
PI,31/12/2008,192.0
PI,31/01/2009,210.6
PI,28/02/2009,197.6
PI,31/03/2009,355.1
PI,30/04/2009,546.5
PI,31/05/2009,401.4
PI,30/06/2009,20.7
PI,31/07/2009,46.9
PI,31/08/2009,2.8
PI,30/09/2009,0.0
PI,31/10/2009,13.0
PI,30/11/2009,6.7
PI,31/12/2009,226.7
PI,31/01/2010,164.0
PI,28/02/2010,95.9
PI,31/03/2010,109.5
PI,30/04/2010,254.5
PI,31/05/2010,115.2
PI,30/06/2010,74.7
PI,31/07/2010,1.8
PI,31/08/2010,0.0
PI,30/09/2010,2.0
PI,31/10/2010,28.7
PI,30/11/2010,56.7
PI,31/12/2010,133.3
PI,31/01/2011,151.9
PI,28/02/2011,200.8
PI,31/03/2011,286.4
PI,30/04/2011,387.4
PI,31/05/2011,213.9
PI,30/06/2011,3.9
PI,31/07/2011,19.3
PI,31/08/2011,10.8
PI,30/09/2011,0.6
PI,31/10/2011,167.6
PI,30/11/2011,124.6
PI,31/12/2011,23.4
PI,31/01/2012,133.1
PI,29/02/2012,317.1
PI,31/03/2012,264.0
PI,30/04/2012,121.0
PI,31/05/2012,31.3
PI,30/06/2012,25.4
PI,31/07/2012,0.0
PI,31/08/2012,0.0
PI,30/09/2012,0.0
PI,31/10/2012,3.1
PI,30/11/2012,6.1
PI,31/12/2012,76.1
PI,31/01/2013,191.2
PI,28/02/2013,118.7
PI,31/03/2013,258.3
PI,30/04/2013,361.1
PI,31/05/2013,81.6
PI,30/06/2013,22.9
PI,31/07/2013,29.4
PI,31/08/2013,1.4
PI,30/09/2013,28.8
PI,31/10/2013,18.9
PI,30/11/2013,88.6
PI,31/12/2013,51.1
PI,31/01/2014,271.8
PI,28/02/2014,308.6
PI,31/03/2014,296.4
PI,30/04/2014,227.5
PI,31/05/2014,124.3
PI,30/06/2014,2.0
PI,31/07/2014,1.4
PI,31/08/2014,1.0
PI,30/09/2014,7.9
PI,31/10/2014,33.3
PI,30/11/2014,39.7
PI,31/12/2014,47.8
PI,31/01/2015,69.2
PI,28/02/2015,201.0
PI,31/03/2015,250.7
PI,31/05/2015,115.4
PI,30/06/2015,23.1
PI,31/07/2015,43.8
PI,31/08/2015,2.4
PI,30/09/2015,10.6
PI,31/10/2015,32.5
PI,30/11/2015,14.6
PI,31/12/2015,9.9
PI,31/01/2016,5.5
PI,29/02/2016,118.4
PI,31/03/2016,20.6
PI,30/04/2016,95.4
PI,31/05/2016,36.4
PI,30/06/2016,25.4
PI,31/07/2016,0.0
PI,31/08/2016,0.0
PI,30/09/2016,3.0
PI,31/10/2016,16.0
PI,30/11/2016,3.3
PI,31/05/2017,142.6
PI,30/06/2017,7.0
PI,31/07/2017,27.3
PI,31/08/2017,48.1
PI,30/09/2017,0.0
PI,31/10/2017,0.5
PI,30/11/2017,14.7
MG,31/01/1998,339.6
MG,28/02/1998,226.3
MG,31/03/1998,68.7
MG,30/04/1998,37.2
MG,31/05/1998,78.2
MG,30/06/1998,3.0
MG,31/07/1998,0.0
MG,31/08/1998,43.2
MG,30/09/1998,39.4
MG,31/10/1998,105.6
MG,30/11/1998,338.4
MG,31/12/1998,231.9
MG,31/01/1999,237.3
MG,28/02/1999,94.7
MG,31/03/1999,246.4
MG,30/04/1999,56.7
MG,31/05/1999,4.0
MG,30/06/1999,2.4
MG,31/07/1999,0.0
MG,31/08/1999,0.0
MG,30/09/1999,43.8
MG,31/10/1999,84.0
MG,30/11/1999,279.3
MG,31/12/1999,294.1
MG,31/01/2000,469.5
MG,29/02/2000,194.0
MG,31/03/2000,131.4
MG,30/04/2000,55.1
MG,31/05/2000,1.5
MG,30/06/2000,0.0
MG,31/07/2000,2.8
MG,31/08/2000,18.5
MG,30/09/2000,49.4
MG,31/10/2000,69.8
MG,30/11/2000,268.0
MG,31/12/2000,316.4
MG,31/01/2001,165.9
MG,28/02/2001,64.7
MG,31/03/2001,138.9
MG,30/04/2001,19.2
MG,31/05/2001,46.9
MG,30/06/2001,0.0
MG,31/07/2001,10.9
MG,31/08/2001,42.5
MG,30/09/2001,56.5
MG,31/10/2001,162.4
MG,30/11/2001,329.9
MG,31/12/2001,421.4
MG,31/01/2002,285.5
MG,28/02/2002,303.7
MG,31/03/2002,72.0
MG,30/04/2002,53.1
MG,31/05/2002,13.4
MG,30/06/2002,0.0
MG,31/07/2002,5.0
MG,31/08/2002,2.0
MG,30/09/2002,80.5
MG,31/10/2002,32.5
MG,30/11/2002,245.5
MG,31/12/2002,395.3
MG,31/01/2003,781.6
MG,28/02/2003,182.9
MG,31/03/2003,178.7
MG,30/04/2003,26.2
MG,31/05/2003,20.2
MG,30/06/2003,0.0
MG,31/07/2003,0.0
MG,31/08/2003,10.4
MG,30/09/2003,12.1
MG,31/10/2003,22.0
MG,30/11/2003,212.1
MG,31/12/2003,277.3
MG,31/01/2004,502.9
MG,29/02/2004,363.9
MG,31/03/2004,105.6
MG,30/04/2004,184.9
MG,31/05/2004,20.5
MG,30/06/2004,17.7
MG,31/07/2004,40.0
MG,31/08/2004,0.0
MG,30/09/2004,0.0
MG,31/10/2004,44.3
MG,30/11/2004,157.2
MG,31/12/2004,499.8
MG,31/01/2005,241.0
MG,28/02/2005,158.3
MG,31/03/2005,253.7
MG,30/04/2005,38.6
MG,31/05/2005,36.0
MG,30/06/2005,23.3
MG,31/07/2005,6.5
MG,31/08/2005,4.9
MG,30/09/2005,127.2
MG,31/10/2005,42.9
MG,30/11/2005,292.7
MG,31/12/2005,393.0
MG,31/01/2006,144.2
MG,28/02/2006,132.6
MG,31/03/2006,265.0
MG,30/04/2006,54.8
MG,31/05/2006,45.7
MG,30/06/2006,5.8
MG,31/07/2006,3.2
MG,31/08/2006,21.6
MG,30/09/2006,89.2
MG,31/10/2006,123.4
MG,30/11/2006,343.6
MG,31/12/2006,338.8
MG,31/01/2007,350.9
MG,28/02/2007,171.3
MG,31/03/2007,79.8
MG,30/04/2007,98.0
MG,31/05/2007,7.0
MG,30/06/2007,0.0
MG,31/07/2007,5.9
MG,31/08/2007,0.0
MG,30/09/2007,1.7
MG,31/10/2007,104.0
MG,30/11/2007,132.4
MG,31/12/2007,212.2
MG,31/01/2008,305.5
MG,29/02/2008,208.6
MG,31/03/2008,346.5
MG,30/04/2008,144.0
MG,31/05/2008,0.5
MG,30/06/2008,2.1
MG,31/07/2008,0.0
MG,31/08/2008,47.1
MG,30/09/2008,99.7
MG,31/10/2008,53.2
MG,30/11/2008,216.2
MG,31/12/2008,601.3
MG,31/01/2009,313.4
MG,28/02/2009,215.8
MG,31/03/2009,273.2
MG,30/04/2009,41.6
MG,31/05/2009,20.4
MG,30/06/2009,38.6
MG,31/07/2009,0.2
MG,31/08/2009,23.1
MG,30/09/2009,103.1
MG,31/10/2009,344.3
MG,30/11/2009,213.7
MG,31/12/2009,564.1
MG,31/01/2010,291.5
MG,28/02/2010,71.0
MG,31/03/2010,247.9
MG,30/04/2010,85.1
MG,31/05/2010,26.8
MG,30/06/2010,0.8
MG,31/07/2010,0.0
MG,31/08/2010,0.0
MG,30/09/2010,71.0
MG,31/10/2010,216.6
MG,30/11/2010,396.6
MG,31/12/2010,293.2
MG,31/01/2011,317.9
MG,28/02/2011,66.6
MG,31/03/2011,334.5
MG,30/04/2011,98.7
MG,31/05/2011,5.0
MG,30/06/2011,14.6
MG,31/07/2011,0.0
MG,31/08/2011,0.0
MG,30/09/2011,1.4
MG,31/10/2011,178.8
MG,30/11/2011,288.7
MG,31/12/2011,720.0
MG,31/01/2012,407.5
MG,29/02/2012,34.3
MG,31/03/2012,196.4
MG,30/04/2012,111.3
MG,31/05/2012,61.1
MG,30/06/2012,17.0
MG,31/07/2012,0.0
MG,31/08/2012,0.0
MG,30/09/2012,22.8
MG,31/10/2012,32.1
MG,30/11/2012,310.0
MG,31/12/2012,143.0
MG,31/01/2013,426.8
MG,28/02/2013,75.4
MG,31/03/2013,127.9
MG,30/04/2013,99.4
MG,31/05/2013,46.7
MG,30/06/2013,23.1
MG,31/07/2013,0.0
MG,31/08/2013,0.0
MG,30/09/2013,32.8
MG,31/10/2013,137.7
MG,30/11/2013,108.2
MG,31/12/2013,495.0
MG,31/01/2014,103.9
MG,28/02/2014,22.9
MG,31/03/2014,73.7
MG,30/04/2014,235.8
MG,31/05/2014,18.5
MG,30/06/2014,13.1
MG,31/07/2014,48.1
MG,31/08/2014,3.3
MG,30/09/2014,1.8
MG,31/10/2014,69.4
MG,30/11/2014,215.5
MG,31/12/2014,138.1
MG,31/01/2015,103.8
MG,28/02/2015,263.8
MG,31/03/2015,237.2
MG,30/04/2015,78.7
MG,31/05/2015,96.7
MG,30/06/2015,5.0
MG,31/07/2015,12.4
MG,31/08/2015,0.0
MG,30/09/2015,43.5
MG,31/10/2015,67.5
MG,30/11/2015,184.3
MG,31/12/2015,152.3
MG,31/01/2016,328.9
MG,29/02/2016,175.7
MG,31/03/2016,113.1
MG,30/04/2016,26.2
MG,31/05/2016,0.0
MG,30/06/2016,75.3
MG,31/07/2016,0.0
MG,31/08/2016,0.4
MG,30/09/2016,65.4
MG,31/10/2016,70.7
MG,30/11/2016,273.0
MG,31/12/2016,244.6
MG,31/01/2017,107.0
MG,28/02/2017,142.6
MG,31/03/2017,106.5
MG,30/04/2017,51.6
MG,31/05/2017,20.8
MG,30/06/2017,19.8
MG,31/07/2017,0.5
MG,31/08/2017,0.0
MG,30/09/2017,46.6
MG,31/10/2017,148.2
MG,30/11/2017,185.6
PR,31/01/1998,160.9
PR,28/02/1998,178.9
PR,31/03/1998,335.8
PR,30/04/1998,178.7
PR,31/05/1998,43.6
PR,30/06/1998,90.4
PR,31/07/1998,138.3
PR,31/08/1998,271.1
PR,30/09/1998,358.8
PR,31/10/1998,196.4
PR,30/11/1998,11.3
PR,31/12/1998,104.7
PR,31/01/1999,341.0
PR,28/02/1999,445.2
PR,31/03/1999,127.9
PR,30/04/1999,55.5
PR,31/05/1999,70.6
PR,30/06/1999,83.9
PR,31/07/1999,141.7
PR,31/08/1999,11.0
PR,30/09/1999,114.3
PR,31/10/1999,117.9
PR,30/11/1999,62.4
PR,31/12/1999,126.4
PR,31/01/2000,125.2
PR,29/02/2000,197.6
PR,31/03/2000,136.4
PR,30/04/2000,10.8
PR,31/05/2000,19.0
PR,30/06/2000,121.2
PR,31/07/2000,74.3
PR,31/08/2000,92.4
PR,30/09/2000,249.1
PR,31/10/2000,164.1
PR,30/11/2000,143.8
PR,31/12/2000,171.8
PR,30/09/2001,26.0
PR,31/10/2001,190.0
PR,30/11/2001,140.4
PR,31/12/2001,127.2
PR,31/01/2002,223.0
PR,28/02/2002,141.8
PR,31/03/2002,93.5
PR,30/04/2002,141.7
PR,31/05/2002,117.1
PR,30/06/2002,44.0
PR,31/07/2002,44.5
PR,31/08/2002,105.4
PR,30/09/2002,190.4
PR,31/10/2002,140.9
PR,30/11/2002,173.1
PR,31/12/2002,159.1
PR,31/01/2003,223.6
PR,28/02/2003,133.2
PR,31/03/2003,214.1
PR,30/04/2003,80.4
PR,31/05/2003,25.7
PR,30/06/2003,97.5
PR,31/07/2003,151.2
PR,31/08/2003,14.5
PR,30/09/2003,160.7
PR,31/10/2003,80.8
PR,30/11/2003,153.2
PR,31/12/2003,185.2
PR,31/01/2004,186.4
PR,29/02/2004,72.6
PR,31/03/2004,180.9
PR,30/04/2004,99.0
PR,31/05/2004,154.5
PR,30/06/2004,72.1
PR,31/07/2004,122.4
PR,31/08/2004,16.4
PR,30/09/2004,65.6
PR,31/10/2004,166.2
PR,30/11/2004,120.1
PR,31/12/2004,160.5
PR,31/01/2005,181.5
PR,28/02/2005,82.7
PR,31/03/2005,78.9
PR,30/04/2005,148.8
PR,31/05/2005,118.7
PR,30/06/2005,71.3
PR,31/07/2005,103.6
PR,31/08/2005,146.2
PR,30/09/2005,248.6
PR,31/10/2005,211.7
PR,30/11/2005,90.5
PR,31/12/2005,49.9
PR,31/01/2006,147.6
PR,28/02/2006,174.7
PR,31/03/2006,165.0
PR,30/04/2006,22.8
PR,31/05/2006,26.0
PR,30/06/2006,35.5
PR,31/07/2006,46.6
PR,31/08/2006,47.5
PR,30/09/2006,194.9
PR,31/10/2006,53.0
PR,30/11/2006,235.7
PR,31/12/2006,103.3
PR,31/01/2007,286.7
PR,28/02/2007,152.3
PR,31/03/2007,139.3
PR,30/04/2007,108.2
PR,31/05/2007,196.9
PR,30/06/2007,3.2
PR,31/07/2007,113.3
PR,31/08/2007,10.5
PR,30/09/2007,89.1
PR,31/10/2007,133.8
PR,30/11/2007,125.1
PR,31/12/2007,209.6
PR,31/01/2008,190.2
PR,29/02/2008,134.6
PR,31/03/2008,187.6
PR,30/04/2008,174.2
PR,31/05/2008,68.4
PR,30/06/2008,145.8
PR,31/07/2008,35.4
PR,31/08/2008,165.3
